[23:18:38.139] [LastEpoch_Hud] List of skins, count = 3267
[23:18:38.142] [LastEpoch_Hud] Index = 0, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = All
[23:18:38.366] [LastEpoch_Hud] Index = 1921, Unique Name = Abacus Rod, Type = WAND, Classe Req = Acolyte
[23:18:38.366] [LastEpoch_Hud] Index = 1922, Unique Name = Abacus Rod, Type = WAND, Classe Req = Mage
[23:18:38.367] [LastEpoch_Hud] Index = 1923, Unique Name = Abacus Rod, Type = WAND, Classe Req = Primalist
[23:18:38.367] [LastEpoch_Hud] Index = 1924, Unique Name = Abacus Rod, Type = WAND, Classe Req = Rogue
[23:18:38.367] [LastEpoch_Hud] Index = 1925, Unique Name = Abacus Rod, Type = WAND, Classe Req = Sentinel
[23:18:38.367] [LastEpoch_Hud] Index = 1926, Unique Name = Wrongwarp, Type = WAND, Classe Req = All
[23:18:38.367] [LastEpoch_Hud] Index = 1927, Unique Name = Wrongwarp, Type = WAND, Classe Req = Acolyte
[23:18:38.368] [LastEpoch_Hud] Index = 1928, Unique Name = Wrongwarp, Type = WAND, Classe Req = Mage
[23:18:38.368] [LastEpoch_Hud] Index = 1929, Unique Name = Wrongwarp, Type = WAND, Classe Req = Primalist
[23:18:38.368] [LastEpoch_Hud] Index = 1930, Unique Name = Wrongwarp, Type = WAND, Classe Req = Rogue
[23:18:38.368] [LastEpoch_Hud] Index = 1931, Unique Name = Wrongwarp, Type = WAND, Classe Req = Sentinel
[23:18:38.368] [LastEpoch_Hud] Index = 1932, Unique Name = Torkrefins Hunger, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.369] [LastEpoch_Hud] Index = 1933, Unique Name = Torkrefins Hunger, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.369] [LastEpoch_Hud] Index = 1934, Unique Name = Torkrefins Hunger, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.369] [LastEpoch_Hud] Index = 1935, Unique Name = Torkrefins Hunger, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.369] [LastEpoch_Hud] Index = 1936, Unique Name = Torkrefins Hunger, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.369] [LastEpoch_Hud] Index = 1937, Unique Name = Torkrefins Hunger, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.369] [LastEpoch_Hud] Index = 1938, Unique Name = Lichs Scorn, Type = CATALYST, Classe Req = All
[23:18:38.370] [LastEpoch_Hud] Index = 1939, Unique Name = Lichs Scorn, Type = CATALYST, Classe Req = Acolyte
[23:18:38.370] [LastEpoch_Hud] Index = 1940, Unique Name = Lichs Scorn, Type = CATALYST, Classe Req = Mage
[23:18:38.370] [LastEpoch_Hud] Index = 1941, Unique Name = Lichs Scorn, Type = CATALYST, Classe Req = Primalist
[23:18:38.370] [LastEpoch_Hud] Index = 1942, Unique Name = Lichs Scorn, Type = CATALYST, Classe Req = Rogue
[23:18:38.370] [LastEpoch_Hud] Index = 1943, Unique Name = Lichs Scorn, Type = CATALYST, Classe Req = Sentinel
[23:18:38.370] [LastEpoch_Hud] Index = 1944, Unique Name = Dragonflame Edict, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.370] [LastEpoch_Hud] Index = 1945, Unique Name = Dragonflame Edict, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.370] [LastEpoch_Hud] Index = 1946, Unique Name = Dragonflame Edict, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.371] [LastEpoch_Hud] Index = 1947, Unique Name = Dragonflame Edict, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.371] [LastEpoch_Hud] Index = 1948, Unique Name = Dragonflame Edict, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.371] [LastEpoch_Hud] Index = 1949, Unique Name = Dragonflame Edict, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.371] [LastEpoch_Hud] Index = 1950, Unique Name = Scales of Lemniscate, Type = TWO_HANDED_AXE, Classe Req = All
[23:18:38.371] [LastEpoch_Hud] Index = 1951, Unique Name = Scales of Lemniscate, Type = TWO_HANDED_AXE, Classe Req = Acolyte
[23:18:38.371] [LastEpoch_Hud] Index = 1952, Unique Name = Scales of Lemniscate, Type = TWO_HANDED_AXE, Classe Req = Mage
[23:18:38.371] [LastEpoch_Hud] Index = 1953, Unique Name = Scales of Lemniscate, Type = TWO_HANDED_AXE, Classe Req = Primalist
[23:18:38.372] [LastEpoch_Hud] Index = 1954, Unique Name = Scales of Lemniscate, Type = TWO_HANDED_AXE, Classe Req = Rogue
[23:18:38.372] [LastEpoch_Hud] Index = 1955, Unique Name = Scales of Lemniscate, Type = TWO_HANDED_AXE, Classe Req = Sentinel
[23:18:38.372] [LastEpoch_Hud] Index = 1956, Unique Name = Transcribers Graver, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.372] [LastEpoch_Hud] Index = 1957, Unique Name = Transcribers Graver, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.372] [LastEpoch_Hud] Index = 1958, Unique Name = Transcribers Graver, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.373] [LastEpoch_Hud] Index = 1959, Unique Name = Transcribers Graver, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.373] [LastEpoch_Hud] Index = 1960, Unique Name = Transcribers Graver, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.373] [LastEpoch_Hud] Index = 1961, Unique Name = Transcribers Graver, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.373] [LastEpoch_Hud] Index = 1962, Unique Name = Cleaver Solution, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.373] [LastEpoch_Hud] Index = 1963, Unique Name = Cleaver Solution, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.373] [LastEpoch_Hud] Index = 1964, Unique Name = Cleaver Solution, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.374] [LastEpoch_Hud] Index = 1965, Unique Name = Cleaver Solution, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.374] [LastEpoch_Hud] Index = 1966, Unique Name = Cleaver Solution, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.374] [LastEpoch_Hud] Index = 1967, Unique Name = Cleaver Solution, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.374] [LastEpoch_Hud] Index = 1968, Unique Name = Dragoraths Claw, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.374] [LastEpoch_Hud] Index = 1969, Unique Name = Dragoraths Claw, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.375] [LastEpoch_Hud] Index = 1970, Unique Name = Dragoraths Claw, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.375] [LastEpoch_Hud] Index = 1971, Unique Name = Dragoraths Claw, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.375] [LastEpoch_Hud] Index = 1972, Unique Name = Dragoraths Claw, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.375] [LastEpoch_Hud] Index = 1973, Unique Name = Dragoraths Claw, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.375] [LastEpoch_Hud] Index = 1974, Unique Name = Freys Retreat, Type = CATALYST, Classe Req = All
[23:18:38.375] [LastEpoch_Hud] Index = 1975, Unique Name = Freys Retreat, Type = CATALYST, Classe Req = Acolyte
[23:18:38.376] [LastEpoch_Hud] Index = 1976, Unique Name = Freys Retreat, Type = CATALYST, Classe Req = Mage
[23:18:38.376] [LastEpoch_Hud] Index = 1977, Unique Name = Freys Retreat, Type = CATALYST, Classe Req = Primalist
[23:18:38.376] [LastEpoch_Hud] Index = 1978, Unique Name = Freys Retreat, Type = CATALYST, Classe Req = Rogue
[23:18:38.376] [LastEpoch_Hud] Index = 1979, Unique Name = Freys Retreat, Type = CATALYST, Classe Req = Sentinel
[23:18:38.376] [LastEpoch_Hud] Index = 1980, Unique Name = The Shattered Cycle, Type = ONE_HANDED_SCEPTRE, Classe Req = All
[23:18:38.377] [LastEpoch_Hud] Index = 1981, Unique Name = The Shattered Cycle, Type = ONE_HANDED_SCEPTRE, Classe Req = Acolyte
[23:18:38.377] [LastEpoch_Hud] Index = 1982, Unique Name = The Shattered Cycle, Type = ONE_HANDED_SCEPTRE, Classe Req = Mage
[23:18:38.377] [LastEpoch_Hud] Index = 1983, Unique Name = The Shattered Cycle, Type = ONE_HANDED_SCEPTRE, Classe Req = Primalist
[23:18:38.377] [LastEpoch_Hud] Index = 1984, Unique Name = The Shattered Cycle, Type = ONE_HANDED_SCEPTRE, Classe Req = Rogue
[23:18:38.377] [LastEpoch_Hud] Index = 1985, Unique Name = The Shattered Cycle, Type = ONE_HANDED_SCEPTRE, Classe Req = Sentinel
[23:18:38.377] [LastEpoch_Hud] Index = 1986, Unique Name = Merophage, Type = TWO_HANDED_SWORD, Classe Req = All
[23:18:38.378] [LastEpoch_Hud] Index = 1987, Unique Name = Merophage, Type = TWO_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.387] [LastEpoch_Hud] Index = 1988, Unique Name = Merophage, Type = TWO_HANDED_SWORD, Classe Req = Mage
[23:18:38.388] [LastEpoch_Hud] Index = 1989, Unique Name = Merophage, Type = TWO_HANDED_SWORD, Classe Req = Primalist
[23:18:38.388] [LastEpoch_Hud] Index = 1990, Unique Name = Merophage, Type = TWO_HANDED_SWORD, Classe Req = Rogue
[23:18:38.388] [LastEpoch_Hud] Index = 1991, Unique Name = Merophage, Type = TWO_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.388] [LastEpoch_Hud] Index = 1992, Unique Name = Sierpins Fractal Tree, Type = TWO_HANDED_SPEAR, Classe Req = All
[23:18:38.388] [LastEpoch_Hud] Index = 1993, Unique Name = Sierpins Fractal Tree, Type = TWO_HANDED_SPEAR, Classe Req = Acolyte
[23:18:38.388] [LastEpoch_Hud] Index = 1994, Unique Name = Sierpins Fractal Tree, Type = TWO_HANDED_SPEAR, Classe Req = Mage
[23:18:38.389] [LastEpoch_Hud] Index = 1995, Unique Name = Sierpins Fractal Tree, Type = TWO_HANDED_SPEAR, Classe Req = Primalist
[23:18:38.389] [LastEpoch_Hud] Index = 1996, Unique Name = Sierpins Fractal Tree, Type = TWO_HANDED_SPEAR, Classe Req = Rogue
[23:18:38.389] [LastEpoch_Hud] Index = 1997, Unique Name = Sierpins Fractal Tree, Type = TWO_HANDED_SPEAR, Classe Req = Sentinel
[23:18:38.389] [LastEpoch_Hud] Index = 1998, Unique Name = Mad Alchemists Ladle, Type = WAND, Classe Req = All
[23:18:38.389] [LastEpoch_Hud] Index = 1999, Unique Name = Mad Alchemists Ladle, Type = WAND, Classe Req = Acolyte
[23:18:38.389] [LastEpoch_Hud] Index = 2000, Unique Name = Mad Alchemists Ladle, Type = WAND, Classe Req = Mage
[23:18:38.390] [LastEpoch_Hud] Index = 2001, Unique Name = Mad Alchemists Ladle, Type = WAND, Classe Req = Primalist
[23:18:38.390] [LastEpoch_Hud] Index = 2002, Unique Name = Mad Alchemists Ladle, Type = WAND, Classe Req = Rogue
[23:18:38.390] [LastEpoch_Hud] Index = 2003, Unique Name = Mad Alchemists Ladle, Type = WAND, Classe Req = Sentinel
[23:18:38.390] [LastEpoch_Hud] Index = 2004, Base Name = Avian Puppet, Type = CATALYST, Classe Req = All
[23:18:38.390] [LastEpoch_Hud] Index = 2005, Base Name = Avian Puppet, Type = CATALYST, Classe Req = Acolyte
[23:18:38.390] [LastEpoch_Hud] Index = 2006, Base Name = Avian Puppet, Type = CATALYST, Classe Req = Mage
[23:18:38.390] [LastEpoch_Hud] Index = 2007, Base Name = Avian Puppet, Type = CATALYST, Classe Req = Primalist
[23:18:38.390] [LastEpoch_Hud] Index = 2008, Base Name = Avian Puppet, Type = CATALYST, Classe Req = Rogue
[23:18:38.390] [LastEpoch_Hud] Index = 2009, Base Name = Avian Puppet, Type = CATALYST, Classe Req = Sentinel
[23:18:38.391] [LastEpoch_Hud] Index = 2010, Unique Name = Reowyns Fortress, Type = TWO_HANDED_STAFF, Classe Req = All
[23:18:38.391] [LastEpoch_Hud] Index = 2011, Unique Name = Reowyns Fortress, Type = TWO_HANDED_STAFF, Classe Req = Acolyte
[23:18:38.391] [LastEpoch_Hud] Index = 2012, Unique Name = Reowyns Fortress, Type = TWO_HANDED_STAFF, Classe Req = Mage
[23:18:38.391] [LastEpoch_Hud] Index = 2013, Unique Name = Reowyns Fortress, Type = TWO_HANDED_STAFF, Classe Req = Primalist
[23:18:38.391] [LastEpoch_Hud] Index = 2014, Unique Name = Reowyns Fortress, Type = TWO_HANDED_STAFF, Classe Req = Rogue
[23:18:38.391] [LastEpoch_Hud] Index = 2015, Unique Name = Reowyns Fortress, Type = TWO_HANDED_STAFF, Classe Req = Sentinel
[23:18:38.391] [LastEpoch_Hud] Index = 2016, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2017, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2018, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2019, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2020, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2021, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2022, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2023, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2024, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2025, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2026, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2027, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2028, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2029, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2030, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2031, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2032, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.392] [LastEpoch_Hud] Index = 2033, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2034, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2035, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2036, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2037, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2038, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2039, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2040, Base Name = Mercenary Helmet, Type = HELMET, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2041, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2042, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2043, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2044, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.393] [LastEpoch_Hud] Index = 2045, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2046, Base Name = Great Mace, Type = TWO_HANDED_MACE, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2047, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2048, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2049, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2050, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2051, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2052, Base Name = Glass Catalyst, Type = CATALYST, Classe Req = Unknow
[23:18:38.394] [LastEpoch_Hud] Index = 2053, Base Name = Circle of Fortune 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.394] [LastEpoch_Hud] Index = 2054, Base Name = Circle of Fortune 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.394] [LastEpoch_Hud] Index = 2055, Base Name = Circle of Fortune 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.394] [LastEpoch_Hud] Index = 2056, Base Name = Circle of Fortune 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.394] [LastEpoch_Hud] Index = 2057, Base Name = Circle of Fortune 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.394] [LastEpoch_Hud] Index = 2058, Base Name = Circle of Fortune 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.394] [LastEpoch_Hud] Index = 2059, Base Name = Merchants Guild 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = All
[23:18:38.395] [LastEpoch_Hud] Index = 2060, Base Name = Merchants Guild 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Acolyte
[23:18:38.395] [LastEpoch_Hud] Index = 2061, Base Name = Merchants Guild 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Mage
[23:18:38.395] [LastEpoch_Hud] Index = 2062, Base Name = Merchants Guild 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Primalist
[23:18:38.395] [LastEpoch_Hud] Index = 2063, Base Name = Merchants Guild 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Rogue
[23:18:38.395] [LastEpoch_Hud] Index = 2064, Base Name = Merchants Guild 1H Sword, Type = ONE_HANDED_SWORD, Classe Req = Sentinel
[23:18:38.395] [LastEpoch_Hud] Index = 2065, Base Name = Circle of Fortune 1H Axe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.395] [LastEpoch_Hud] Index = 2066, Base Name = Circle of Fortune 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.395] [LastEpoch_Hud] Index = 2067, Base Name = Circle of Fortune 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.395] [LastEpoch_Hud] Index = 2068, Base Name = Circle of Fortune 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.395] [LastEpoch_Hud] Index = 2069, Base Name = Circle of Fortune 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.395] [LastEpoch_Hud] Index = 2070, Base Name = Circle of Fortune 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.395] [LastEpoch_Hud] Index = 2071, Base Name = Merchants Guild 1H Axe, Type = ONE_HANDED_AXE, Classe Req = All
[23:18:38.395] [LastEpoch_Hud] Index = 2072, Base Name = Merchants Guild 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Acolyte
[23:18:38.395] [LastEpoch_Hud] Index = 2073, Base Name = Merchants Guild 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Mage
[23:18:38.395] [LastEpoch_Hud] Index = 2074, Base Name = Merchants Guild 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Primalist
[23:18:38.395] [LastEpoch_Hud] Index = 2075, Base Name = Merchants Guild 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Rogue
[23:18:38.396] [LastEpoch_Hud] Index = 2076, Base Name = Merchants Guild 1H Axe, Type = ONE_HANDED_AXE, Classe Req = Sentinel
[23:18:38.396] [LastEpoch_Hud] Index = 2077, Base Name = Circle of Fortune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = All
[23:18:38.396] [LastEpoch_Hud] Index = 2078, Base Name = Circle of Fortune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Acolyte
[23:18:38.396] [LastEpoch_Hud] Index = 2079, Base Name = Circle of Fortune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Mage
[23:18:38.396] [LastEpoch_Hud] Index = 2080, Base Name = Circle of Fortune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Primalist
[23:18:38.396] [LastEpoch_Hud] Index = 2081, Base Name = Circle of Fortune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Rogue
[23:18:38.396] [LastEpoch_Hud] Index = 2082, Base Name = Circle of Fortune Dagger, Type = ONE_HANDED_DAGGER, Classe Req = Sentinel
[23:18:38.396] [LastEpoch_Hud] Index = 2083, Base Name = Merchants Guild 1H Mace, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.396] [LastEpoch_Hud] Index = 2084, Base Name = Merchants Guild 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.396] [LastEpoch_Hud] Index = 2085, Base Name = Merchants Guild 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.396] [LastEpoch_Hud] Index = 2086, Base Name = Merchants Guild 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.396] [LastEpoch_Hud] Index = 2087, Base Name = Merchants Guild 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Rogue
[23:18:38.396] [LastEpoch_Hud] Index = 2088, Base Name = Merchants Guild 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Sentinel
[23:18:38.396] [LastEpoch_Hud] Index = 2089, Base Name = Circle of Fortune 1H Mace, Type = ONE_HANDED_MACES, Classe Req = All
[23:18:38.397] [LastEpoch_Hud] Index = 2090, Base Name = Circle of Fortune 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Acolyte
[23:18:38.397] [LastEpoch_Hud] Index = 2091, Base Name = Circle of Fortune 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Mage
[23:18:38.397] [LastEpoch_Hud] Index = 2092, Base Name = Circle of Fortune 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Primalist
[23:18:38.397] [LastEpoch_Hud] Index = 2093, Base Name = Circle of Fortune 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Rogue
[23:18:38.397] [LastEpoch_Hud] Index = 2094, Base Name = Circle of Fortune 1H Mace, Type = ONE_HANDED_MACES, Classe Req = Sentinel
[23:18:38.397] [LastEpoch_Hud] Index = 2095, Base Name = Circle of Fortune Sceptre, Type = ONE_HANDED_SCEPTRE, Classe Req = All
[23:18:38.397] [LastEpoch_Hud] Index = 2096, Base Name = Circle of Fortune Sceptre, Type = ONE_HANDED_SCEPTRE, Classe Req = Acolyte
